,population,latitude,longitude
815,45,40.12315163,-88.29407409
816,60,40.09171146,-88.28876968
817,0,40.11768767,-88.28409244
818,51,40.10006447,-88.27561078
819,92,40.09294201,-88.26474059
820,25,40.13252518,-88.18636617
821,269,40.09490774,-88.31862989
822,102,40.08490018,-88.20702893
823,4,40.09649924,-88.20244709
824,190,40.12923838,-88.20132853
825,57,40.10366711,-88.18362824
826,68,40.1012872,-88.18283743
827,241,40.13434351,-88.17372823
828,110,40.10656455,-88.16953291
829,178,40.07268749,-88.29373658
830,131,40.08855506,-88.28895477
831,62,40.12856037,-88.29711397
832,6,40.11682082,-88.32143856
833,110,40.08140168,-88.27933298
834,0,40.12134428,-88.21522117
835,758,40.09635828,-88.18620182
836,0,40.08864328,-88.24582757
837,0,40.12129864,-88.20934090000002
838,0,40.10796343,-88.24299026
839,15,40.1479604,-88.24938812
840,0,40.11132307,-88.2200168
841,22,40.12051082,-88.23738874
842,0,40.09223744,-88.24366538
843,0,40.09909937,-88.22667008
844,0,40.10013333,-88.22920781
845,0,40.11587423,-88.19336632
846,0,40.1147589,-88.27986995
847,232,40.10983663,-88.21850206
848,0,40.11459567,-88.21654053
849,446,40.11093234,-88.21992465
850,49,40.11251752,-88.21691736
851,178,40.1102022,-88.21688703
852,85,40.10508189,-88.21604913
853,60,40.10000969,-88.22245741
854,43,40.10022227,-88.21833982
855,5,40.13897444,-88.30617844
856,17,40.07308233,-88.29939284
857,34,40.08477323,-88.28090733
858,78,40.129157799999994,-88.22920674
859,0,40.07917225,-88.25714964
860,0,40.0861135,-88.24150144
861,74,40.11023668,-88.21384356
862,20,40.11739517,-88.19968831
863,376,40.10930046,-88.18279373
864,99,40.05809896,-88.24447359999999
865,12,40.11759849,-88.23293659
866,8,40.1171989,-88.21036298
867,0,40.11524723,-88.21525019
868,4,40.1256617,-88.20710282
869,0,40.1146065,-88.20627436
870,48,40.13010456,-88.20254155
871,71,40.11400877,-88.20825097
872,18,40.11650849,-88.25931437
873,121,40.08955039999999,-88.20301921
874,522,40.09313169,-88.25135337
875,0,40.11273978,-88.19283616
876,47,40.13085799,-88.29799689
877,0,40.09288984,-88.21429971
878,170,40.13859443,-88.20983572
879,0,40.145832899999995,-88.12728425
880,27,40.07978709,-88.26392918
881,19,40.11701064,-88.19659622
882,17,40.11311725,-88.21250414
883,20,40.10872381,-88.21381233
884,30,40.1089659,-88.21102391
885,30,40.10857609,-88.20957395
886,2,40.11323833,-88.2095589
887,0,40.09962736,-88.22667087
888,0,40.08426918,-88.29386098
889,59,40.10799204,-88.20806942
890,36,40.09947321,-88.2108058
891,0,40.1440907,-88.13943368
892,100,40.06012348,-88.24461387
893,87,40.09513755,-88.20177792
894,68,40.09268295,-88.20610744
895,23,40.09288782,-88.20313874
896,18,40.108887200000005,-88.20310652
897,14,40.10808936,-88.20190198
898,120,40.09372715,-88.30252696
899,9,40.10969244,-88.19940967
900,9,40.10831937,-88.19967024
901,48,40.10665684,-88.20304821
902,55,40.102896799999996,-88.19688959
903,53,40.11193179,-88.19682017
904,26,40.1101487,-88.19366106
905,14,40.11014377,-88.19424624
906,12,40.12355295,-88.15325390000001
907,72,40.14043893,-88.20513377
908,0,40.13529795,-88.21456953
909,0,40.09816168,-88.30480627
910,6,40.06293415,-88.34848575
911,22,40.09030698,-88.20236924
912,43,40.09028142,-88.19565514
913,70,40.13646793,-88.18624689
914,32,40.13598193,-88.18798505
915,21,40.13601408,-88.18627678
916,13,40.13310184,-88.18914062
917,0,40.12765503,-88.18310871
918,9,40.10050042,-88.18162235
919,57,40.105320500000005,-88.18309008
920,0,40.11325611,-88.1647893
921,0,40.12123955,-88.16928028
922,68,40.10019068,-88.18463943
923,161,40.10014701,-88.17546555
924,0,40.12335332,-88.22888176
925,0,40.12145341,-88.2279963
926,0,40.11522131,-88.18305488
927,0,40.08700111,-88.21415234
928,51,40.07863392,-88.18381784
929,0,40.10586224,-88.17080926
930,24,40.10525654,-88.17739674
931,0,40.10590837,-88.1626512
932,77,40.08558055,-88.28682689
933,0,40.06229439,-88.3037824
934,2,40.11556013,-88.29780358
935,0,40.08985779,-88.31203943
936,0,40.10120764,-88.2969054
937,25,40.09399605,-88.31230879
938,12,40.10252717,-88.17668618
939,197,40.06291174,-88.24536734
940,31,40.08741409,-88.19857399
941,79,40.08696832,-88.19513539
942,0,40.06661405,-88.25610003
943,25,40.13143916,-88.27538199
944,0,40.12654942,-88.27783439
945,18,40.13728235,-88.27391368
946,85,40.12932684,-88.2693718
947,29,40.1188361,-88.27407252
948,21,40.11410656,-88.27184663
949,60,40.10286469,-88.28825826
950,90,40.10358337,-88.28705072
951,163,40.11011029,-88.27900138
952,24,40.09869659,-88.28082627
953,78,40.0887964,-88.28343973
954,42,40.09342267,-88.28157296
955,32,40.10966034,-88.27609597
956,17,40.11316437,-88.27180479
957,34,40.10281463,-88.28053308
958,81,40.10147251,-88.27770177
959,56,40.10026071,-88.27942
960,40,40.10031597,-88.28053458
961,41,40.10344134,-88.27733486
962,24,40.10441575,-88.27600202
963,37,40.10171118,-88.27594745
964,16,40.10960684,-88.27072717
965,30,40.10372154,-88.27343990000001
966,36,40.07576975,-88.18690959999999
967,0,40.08879855,-88.20065032
968,0,40.08867011,-88.17444779
969,178,40.08710059,-88.29991446
970,34,40.10461859,-88.27010729999999
971,64,40.0946656,-88.27810539
972,47,40.10108498,-88.27373447
973,30,40.08805147,-88.28053492
974,13,40.08315786,-88.2778498
975,25,40.08554626,-88.27512458
976,11,40.08893411,-88.27401618
977,0,40.07304514,-88.25114097
978,30,40.13494354,-88.2654627
979,120,40.12312622,-88.31087294
980,0,40.116620899999994,-88.22801502
981,28,40.13844416,-88.27072719
982,0,40.12168637,-88.22887685
983,0,40.12263773,-88.22887654
984,0,40.07045323,-88.25076287
985,18,40.12143377,-88.23294635
986,11,40.10927541,-88.2138298
987,0,40.13058808,-88.25657613
988,0,40.1289833,-88.25642244
989,29,40.12080545,-88.26558002
990,47,40.12583008,-88.25913986
991,30,40.12673329,-88.25915091
992,212,40.11872282,-88.25483790000001
993,36,40.11485221,-88.25901404
994,34,40.13172104,-88.25100295
995,0,40.1240459,-88.2778835
996,0,40.13568788,-88.23988904
997,26,40.09400647,-88.28996045
998,0,40.07924445,-88.25870259
999,14,40.09034315,-88.27602264
1000,0,40.139517600000005,-88.25934171
1001,4,40.07298661,-88.25329959
1002,12,40.07215673,-88.25339623
1003,32,40.12405726,-88.29525770000001
1004,83,40.07513894,-88.28664115
1005,0,40.12413065,-88.23129767
1006,0,40.13761504,-88.19336673
1007,0,40.122085999999996,-88.17474663
1008,0,40.12164976,-88.1715765
1009,0,40.12681128,-88.24439708
1010,37,40.12068443,-88.25245765
1011,34,40.12259048,-88.24932752
1012,44,40.121651899999996,-88.24767244
1013,0,40.11581144,-88.24433607
1014,33,40.11097827,-88.264324
1015,33,40.1095874,-88.26431738
1016,47,40.110941,-88.260739
1017,38,40.10592113,-88.26602547
1018,36,40.10589933,-88.26368263
1019,99,40.139399100000006,-88.24833523
1020,0,40.10102361,-88.22951325
1021,0,40.10106153,-88.22301048
1022,0,40.13112964,-88.31474144
1023,9,40.14174687,-88.27409545
1024,38,40.14214302,-88.27138127
1025,34,40.14170989,-88.27147401
1026,46,40.10768024,-88.2610546
1027,48,40.10585575,-88.25892611
1028,38,40.11397048,-88.26137417
1029,42,40.11349912,-88.25604528
1030,30,40.10562499,-88.25677742
1031,96,40.10169568,-88.25392514
1032,137,40.09126334,-88.26160846
1033,45,40.0857933,-88.26210234
1034,20,40.08579918,-88.2590733
1035,45,40.09059394,-88.25379966
1036,33,40.09541544,-88.25441742
1037,16,40.10290753,-88.25134807
1038,31,40.10634369,-88.24916883
1039,125,40.12148763,-88.22195113
1040,0,40.11322114,-88.29326983
1041,15,40.1059939,-88.30304376
1042,18,40.10540386,-88.24424017
1043,30,40.10377384,-88.24588012
1044,19,40.10380799,-88.2443233
1045,35,40.10179382,-88.24528733
1046,0,40.09620831,-88.24292376
1047,0,40.09963163,-88.25049045
1048,33,40.12910221,-88.24173705
1049,26,40.129109,-88.24054468
1050,49,40.13366941,-88.23752212
1051,19,40.13387111,-88.23830159
1052,36,40.13292576,-88.23656483
1053,46,40.13406642,-88.23520131
1054,32,40.12566662,-88.23294593
1055,0,40.11612831,-88.19524311
1056,0,40.12374284,-88.17810703
1057,0,40.12315023,-88.17660544
1058,9,40.12883786,-88.22205799
1059,16,40.11832566,-88.20338404
1060,18,40.12981168,-88.19467635
1061,0,40.08667942,-88.31397261
1062,2,40.11304643,-88.34345748
1063,5,40.12548178,-88.23937285
1064,0,40.11533666,-88.24112796
1065,101,40.08507809,-88.29133064
1066,0,40.11355113,-88.24205762
1067,0,40.11479056,-88.23896102
1068,7,40.11474894,-88.23961716
1069,125,40.11464966,-88.23623083
1070,0,40.12042845,-88.23299424
1071,6,40.12286467,-88.23295337
1072,16,40.12287125,-88.23129108
1073,16,40.12192026,-88.23129325
1074,14,40.12096022,-88.23294666
1075,13,40.12192728,-88.22969698
1076,24,40.117590899999996,-88.23459620000001
1077,7,40.11609726,-88.23447695
1078,0,40.11711412,-88.22964878
1079,134,40.11419422,-88.23126542
1080,71,40.12181357,-88.29352846
1081,21,40.12269669,-88.19525063
1082,0,40.14153758,-88.24713101
1083,0,40.14039661,-88.23650693
1084,15,40.14315372,-88.23670196
1085,0,40.13809704,-88.23497799
1086,0,40.13218947,-88.22977954
1087,0,40.11211624,-88.16762618
1088,17,40.12289473,-88.22494363
1089,11,40.12239582,-88.23129069
1090,0,40.11661628,-88.22969965
1091,0,40.11688814,-88.22558265
1092,129,40.10594857,-88.23995145
1093,38,40.11960465,-88.2229154
1094,16,40.11757445,-88.23791783
1095,0,40.11455783,-88.22723953
1096,0,40.11520833,-88.22484574
1097,0,40.11521396,-88.22318694
1098,121,40.11567042,-88.22154174
1099,26,40.11568046,-88.22003299
1100,0,40.11618653,-88.21838015
1101,67,40.11495685,-88.21834289
1102,22,40.12299174,-88.2343949
1103,19,40.12185267,-88.26557467
1104,0,40.09879119,-88.33072074
1105,37,40.08119734,-88.28940475
1106,160,40.10417185,-88.21603321
1107,81,40.11201562,-88.24007293
1108,55,40.11083116,-88.23787353
1109,175,40.10843947,-88.2409389
1110,0,40.10339877,-88.24006495
1111,0,40.11218804,-88.2360309
1112,169,40.10594183,-88.24090966
1113,103,40.10473252,-88.24008023
1114,510,40.11206407,-88.23448702
1115,10,40.11309805,-88.22967651
1116,378,40.10598599,-88.23440594
1117,0,40.10280734,-88.23182175
1118,0,40.09628817,-88.22520064
1119,10,40.11656347,-88.19657549
1120,0,40.06886679,-88.28090858
1121,0,40.12818174,-88.21790134
1122,0,40.10295781,-88.17552523
1123,0,40.0866554,-88.18060284
1124,29,40.13429055,-88.20556097
1125,0,40.12890376,-88.3074032
1126,76,40.15040502,-88.25570365
1127,11,40.14707871,-88.25037356
1128,89,40.15400295,-88.25515411
1129,59,40.15548635,-88.25226997
1130,43,40.15475158,-88.25223411
1131,22,40.1281268,-88.23268082
1132,11,40.12780492,-88.23267805
1133,202,40.06835078,-88.24228555
1134,75,40.08790824,-88.32524424
1135,0,40.09978764,-88.32791009
1136,0,40.06482969,-88.27258731
1137,0,40.06206957,-88.27246975
1138,0,40.05563469,-88.26809867
1139,0,40.05565535,-88.26710292
1140,0,40.10262148,-88.33320793
1141,0,40.13577063,-88.29828541
1142,27,40.08929602,-88.33091351
1143,0,40.06238759,-88.27531455
1144,0,40.08177292,-88.29575347
1145,0,40.06447388,-88.27554905
1146,18,40.11392988,-88.1951959
1147,0,40.07976368,-88.25732838
1148,436,40.08837084,-88.18614075
1149,0,40.13239977,-88.20329758
1150,20,40.12703645,-88.20478998
1151,113,40.09015247,-88.29166541
1152,46,40.12515421,-88.2043398
1153,0,40.13492036,-88.23199393
1154,7,40.11059448,-88.22965315
1155,0,40.11607645,-88.20414619
1156,0,40.13128593,-88.18826013
1157,0,40.12531304,-88.23784195
1158,57,40.11360662,-88.19325682
1159,0,40.14035944,-88.22914212
1160,0,40.12325054,-88.20991593
1161,0,40.09855509,-88.22952602
1162,0,40.09892707,-88.23289143
1163,0,40.123488099999996,-88.21251579999999
1164,0,40.09328597,-88.33071422
1165,7,40.10613763,-88.33852779
1166,0,40.110913000000004,-88.2247776
1167,0,40.12418197,-88.25098887
1168,0,40.12922341,-88.23508347
1169,0,40.11254317,-88.21383323
1170,2,40.06796772,-88.25175434
1171,95,40.11512962,-88.23624527
1172,0,40.13458081,-88.19518197
1173,0,40.13930569,-88.23304369
1174,0,40.11585115,-88.20838654
1175,0,40.12655794,-88.21364084
1176,0,40.12478248,-88.21021756
1177,0,40.13729114,-88.27900859999998
1178,74,40.09228996,-88.20857808
1179,70,40.14298795,-88.2719739
1180,139,40.08724405,-88.29232548
1181,54,40.12122247,-88.28981378
1182,70,40.08229881,-88.25642668
1183,22,40.13974591,-88.25454738
1184,0,40.13927869,-88.22370481
1185,75,40.0957339,-88.19795947
1186,190,40.09574736,-88.19597919
1187,37,40.11593231,-88.17777496
1188,86,40.1047797,-88.28067270000001
1189,31,40.08489055,-88.27760313
1190,59,40.07971635,-88.24885817
1191,0,40.13435437,-88.24264775
1192,0,40.10493785,-88.24329633
1193,0,40.10959831,-88.24287059999999
1194,155,40.07216237,-88.28700668
1195,109,40.12981446,-88.27924707
1196,0,40.13467502,-88.20082748
1197,0,40.11222767,-88.21547621
1198,0,40.11269155,-88.214164
1199,263,40.11091865,-88.22226119
1200,0,40.12626107,-88.17896624
1201,151,40.08722163,-88.2422277
1202,0,40.11846265,-88.30798072
1203,0,40.130688799999994,-88.21418612
1204,0,40.1567047,-88.26900785
1205,0,40.15670401,-88.26991621
1206,0,40.11760734,-88.30502566
1207,0,40.14345458,-88.25690992
1208,0,40.09147163,-88.2442559
1209,0,40.12588789,-88.20855726
1210,0,40.12950699,-88.21425023
1211,0,40.13068936,-88.21483925
1212,0,40.09365634,-88.16916617
1213,0,40.08782908,-88.17215447
1214,0,40.07290134,-88.28848609
1215,325,40.10649211,-88.22037692
1216,31,40.11950851,-88.23460351
1217,66,40.10944335,-88.21687671
1218,243,40.10553922,-88.21843648
1219,67,40.10415108,-88.21841664
1220,38,40.10373371,-88.21382367
1221,68,40.09943263,-88.21594015
1222,0,40.07581497,-88.2427959
1223,64,40.08498214,-88.2852672
1224,0,40.11683955,-88.24060833
1225,23,40.07058016,-88.25600482
1226,2,40.07695393,-88.26555236
1227,29,40.12296239,-88.2021812
1228,40,40.10903822,-88.17444072
1229,21,40.08785062,-88.20772209999998
1230,144,40.11675601,-88.17812548
1231,40,40.05635734,-88.25205664
1232,9,40.13181952,-88.20121031
1233,0,40.11693366,-88.21360151
1234,0,40.11672028,-88.21179272
1235,0,40.12439426,-88.20992089
1236,0,40.12182565,-88.20903532
1237,0,40.11943326,-88.20536875
1238,17,40.11656648,-88.19815433
1239,28,40.08917365,-88.29338261
1240,0,40.1338372,-88.19560804
1241,0,40.12755869,-88.18976697
1242,6,40.11464137,-88.17595657
1243,36,40.1188581,-88.18060481
1244,33,40.09222122,-88.3128664
1245,31,40.08275247,-88.26440493
1246,0,40.0622684,-88.24216248
1247,25,40.13851048,-88.20634481
1248,0,40.13269502,-88.19175725
1249,16,40.12382627,-88.23442322
1250,0,40.10959644,-88.20671881
1251,52,40.07493387,-88.25258933
1252,64,40.12346395,-88.19844908
1253,2,40.08290715,-88.26026274
1254,0,40.14173612,-88.26009118
1255,39,40.08292943,-88.2945469
1256,37,40.113992100000004,-88.21088769
1257,27,40.11046475,-88.21245965
1258,39,40.11004895,-88.21245178
1259,21,40.11007092,-88.21104083
1260,2,40.11559701,-88.23790804
1261,18,40.10853301,-88.21244136
1262,27,40.10898765,-88.20958364
1263,25,40.10702411,-88.21241531
1264,44,40.10706092,-88.21098518
1265,38,40.10797182,-88.20956352
1266,72,40.10609165,-88.20951818
1267,25,40.11226828,-88.20201114
1268,3,40.11240375,-88.2031713
1269,0,40.10858361,-88.20702843
1270,12,40.10603959,-88.20556422
1271,22,40.14105082,-88.15820664
1272,0,40.08096755,-88.29490849999999
1273,205,40.10858454,-88.29027045
1274,0,40.08453644,-88.25178609999999
1275,38,40.10473774,-88.18708626
1276,23,40.13299238,-88.23444519
1277,0,40.09635421,-88.21658884
1278,12,40.11149522,-88.20199441
1279,45,40.08701655,-88.20002493
1280,20,40.10807511,-88.20308333
1281,31,40.11105045,-88.20198586
1282,57,40.10669173,-88.19727338
1283,23,40.10970551,-88.19845036
1284,10,40.10889513,-88.19845929
1285,47,40.10280502,-88.19913464
1286,43,40.11012575,-88.19732315
1287,0,40.12050601,-88.16808856
1288,22,40.11014346,-88.19484366
1289,26,40.10857139,-88.19363366
1290,8,40.11359152,-88.17508984
1291,27,40.11170729,-88.19368905
1292,15,40.11169936,-88.19427312
1293,50,40.10489121,-88.19473624
1294,20,40.09957298,-88.19899873
1295,0,40.13881446,-88.15376048
1296,0,40.13349645,-88.21955185
1297,0,40.11590217,-88.30214620000001
1298,0,40.08722699,-88.33303575
1299,0,40.09186797,-88.34639261
1300,1,40.07475528,-88.34887011
1301,61,40.09239088,-88.19997541
1302,18,40.08924429,-88.19823002
1303,0,40.10162168,-88.18966938
1304,128,40.09108829,-88.19182309
1305,10,40.11590986,-88.17557816
1306,44,40.11864559,-88.17321122
1307,5,40.09867791,-88.18406593
1308,95,40.10280965,-88.18805028
1309,42,40.09855896,-88.18704618
1310,56,40.06362657,-88.2465436
1311,50,40.12656358,-88.30176749
1312,24,40.08475255,-88.29914006
1313,12,40.07610785,-88.28478492
1314,75,40.11467908,-88.22969631
1315,36,40.11599256,-88.17316211
1316,0,40.1108482,-88.17627083
1317,7,40.11385202,-88.17040568
1318,0,40.10583457,-88.17297032
1319,84,40.08650384,-88.32971217
1320,0,40.09876299,-88.32704856
1321,0,40.1211174,-88.30343456
1322,0,40.11821062,-88.29825551
1323,8,40.10970978,-88.29593546
1324,77,40.10863771,-88.29933630000001
1325,53,40.09663345,-88.29991811
1326,16,40.10541129,-88.17633056
1327,0,40.11312169,-88.1511145
1328,27,40.07395054,-88.20464616
1329,93,40.08472603,-88.19252934
1330,77,40.10537518,-88.31334343
1331,31,40.07102704,-88.15286067
1332,0,40.06461626,-88.13957114
1333,9,40.06094096,-88.15391933
1334,11,40.05820129,-88.135063
1335,0,40.0601529,-88.12689914
1336,0,40.12043079,-88.17418953
1337,0,40.10229469,-88.19069781
1338,4,40.09122321,-88.17282653
1339,32,40.11949976,-88.23625998
1340,0,40.1067703,-88.22876235
1341,0,40.11187407,-88.22884872
1342,4,40.12647345,-88.21834155
1343,210,40.13278035,-88.27039976
1344,0,40.12658982,-88.27942849
1345,27,40.13034642,-88.27200569
1346,0,40.11194094,-88.27774196
1347,48,40.11927288,-88.27198587
1348,58,40.11790632,-88.27369752
1349,45,40.12834436,-88.26593829
1350,15,40.12177272,-88.26675583
1351,23,40.12075033,-88.26786624
1352,38,40.11502954,-88.27135592
1353,40,40.11689188,-88.27137963
1354,60,40.1042424,-88.28928331
1355,33,40.10176179,-88.28642958
1356,59,40.10041947,-88.2867104
1357,62,40.09660037,-88.29008988
1358,58,40.09792465,-88.28329302
1359,20,40.09493734,-88.28429975
1360,45,40.09219897,-88.2827002
1361,49,40.11233879,-88.27403397
1362,74,40.10716674,-88.27503602
1363,2,40.07308036,-88.25531912
1364,24,40.10304042,-88.27597948
1365,49,40.10772475,-88.26605135
1366,0,40.08780252,-88.20714620000001
1367,140,40.11417868,-88.23446547
1368,0,40.08464074,-88.29721534
1369,0,40.08169818,-88.30433536
1370,42,40.10280028,-88.27051425
1371,26,40.08309746,-88.28292918
1372,50,40.06666526,-88.28837845
1373,54,40.08646043,-88.27300516
1374,2,40.11650453,-88.30985675
1375,7,40.12049966,-88.22798031
1376,21,40.07941153,-88.29657213
1377,0,40.07268081,-88.290001
1378,53,40.07864811,-88.28739842
1379,42,40.12690844,-88.26631907
1380,54,40.12684941,-88.26392523
1381,30,40.1253634,-88.26449292
1382,72,40.11783899,-88.26624235
1383,51,40.11684474,-88.26623435
1384,20,40.11582946,-88.2613901
1385,0,40.11877693,-88.2638518
1386,86,40.11778343,-88.26024585
1387,44,40.11407746,-88.26504699
1388,55,40.12293871,-88.25552868
1389,52,40.12241634,-88.25552721
1390,46,40.12069649,-88.25644839
1391,44,40.11579584,-88.25605447
1392,108,40.11776465,-88.25303585
1393,24,40.11984691,-88.26551503
1394,5,40.1170013,-88.25959317
1395,0,40.08870567,-88.27646857
1396,11,40.09543601,-88.27299352
1397,46,40.12617431,-88.25146014
1398,0,40.14168977,-88.25837259999999
1399,4,40.07105226,-88.25328486
1400,0,40.13576185,-88.29508438
1401,0,40.08704427,-88.2760711
1402,114,40.07616881,-88.28800738
1403,11,40.08704023,-88.27123304
1404,36,40.14076727,-88.23776666
1405,30,40.07768664,-88.30129799
1406,38,40.14070555,-88.18359392
1407,0,40.1111426,-88.17679431
1408,24,40.12165812,-88.2524645
1409,33,40.12165571,-88.25097633
1410,66,40.11872834,-88.24930449
1411,37,40.1139206,-88.25092141
1412,13,40.12419322,-88.24173073
1413,25,40.11874633,-88.24436701
1414,0,40.11499602,-88.24336124
1415,15,40.11219624,-88.26075546
1416,21,40.10958733,-88.26312665
1417,23,40.10958333,-88.26072525
1418,127,40.12418742,-88.22803477
1419,0,40.09483788,-88.23590245
1420,0,40.09136863,-88.24694703
1421,3,40.124339899999995,-88.34913699
1422,0,40.14188786,-88.29655648
1423,0,40.1420011,-88.28512441
1424,0,40.15063231,-88.27110777
1425,49,40.10766175,-88.25894466
1426,46,40.11130911,-88.25495621
1427,37,40.10856051,-88.25680433
1428,41,40.10957335,-88.25492736
1429,26,40.11053296,-88.25493837
1430,33,40.09091259,-88.26485042
1431,27,40.09611287,-88.25678223
1432,56,40.08883846,-88.26087025
1433,27,40.08646339,-88.26078537
1434,63,40.09452236,-88.25552554
1435,45,40.09371843,-88.25534243
1436,42,40.09349345,-88.25283136
1437,150,40.11215137,-88.25298968
1438,90,40.10956804,-88.2508873
1439,0,40.09936639,-88.22184299
1440,11,40.11390842,-88.2123682
1441,1158,40.11501065,-88.28574659
1442,59,40.11870797,-88.22291572
1443,41,40.08609121,-88.29933121
1444,8,40.12193175,-88.22799561
1445,0,40.13973734,-88.2737104
1446,0,40.11293462,-88.34649834
1447,0,40.11090506,-88.24595362
1448,1,40.10789038,-88.24426634
1449,0,40.10293562,-88.24444464
1450,0,40.09790957,-88.24564095
1451,44,40.12783843,-88.24172139
1452,27,40.12784622,-88.24053055
1453,40,40.12662924,-88.23937876
1454,39,40.12678044,-88.22968552
1455,0,40.12054987,-88.24063105
1456,0,40.12107378,-88.17507214
1457,0,40.12757371,-88.18779185
1458,0,40.14056322,-88.19161544
1459,4,40.11319781,-88.19520075
1460,74,40.09993369,-88.18340538
1461,60,40.0858309,-88.17603398
1462,4,40.08604622,-88.18024451
1463,16,40.113439299999996,-88.20028998
1464,0,40.11690774,-88.24124177
1465,0,40.11583247,-88.24165970000001
1466,1,40.11532554,-88.24035702
1467,3,40.11806491,-88.23791986
1468,0,40.11707425,-88.23791375
1469,51,40.12156785,-88.23438793
1470,61,40.12569339,-88.23130718
1471,6,40.11903683,-88.23294447
1472,6,40.11708976,-88.23459601
1473,0,40.11514241,-88.23280778
1474,80,40.11393486,-88.23623805
1475,37,40.12820825,-88.22761422
1476,11,40.07510309,-88.25165249
1477,14,40.09250346,-88.27035864
1478,13,40.14222854,-88.23844063
1479,0,40.13928451,-88.24076951
1480,0,40.11122504,-88.15795824
1481,131,40.14029443,-88.20846414
1482,25,40.12357714,-88.22646179
1483,10,40.12098088,-88.22645125
1484,12,40.11907943,-88.22490688
1485,0,40.12374685,-88.24302838
1486,39,40.11960901,-88.22058361
1487,0,40.11689725,-88.22248382
1488,73,40.07392323,-88.28686569
1489,145,40.12492167,-88.19675841
1490,114,40.08070528,-88.18776887
1491,132,40.12675209,-88.28940978
1492,0,40.07694613,-88.25921207
1493,31,40.12191848,-88.26438568
1494,1,40.13913005,-88.2155483
1495,37,40.085601700000005,-88.18793756
1496,50,40.14012088,-88.20215831
1497,83,40.13151777,-88.18656679
1498,62,40.14045827,-88.17264344
1499,36,40.1069689,-88.24221427
1500,223,40.10722027,-88.23914362
1501,274,40.10846491,-88.23785038
1502,261,40.11207936,-88.23282561
1503,0,40.11207144,-88.22477695
1504,0,40.078496200000004,-88.29660001
1505,49,40.14525976,-88.27546656
1506,12,40.090214200000005,-88.1670726
1507,0,40.07549349,-88.31461544
1508,32,40.09680567,-88.32884438
1509,46,40.15086021,-88.26040043
1510,98,40.1456993,-88.24780246
1511,2,40.15092962,-88.25085025
1512,0,40.10509538,-88.32393542
1513,3,40.10261626,-88.32779012
1514,29,40.08674751,-88.32612411
1515,15,40.05534996,-88.24784532
1516,0,40.07504217,-88.30917959
1517,22,40.13106521,-88.31036272
1518,74,40.13030734,-88.31042176
1519,0,40.09575462,-88.2457912
1520,0,40.05847,-88.26190348
1521,0,40.15424799,-88.27257066
1522,0,40.09994538,-88.33032136
1523,94,40.1256914,-88.29713754
1524,0,40.07801799,-88.30397959999999
1525,123,40.1399216,-88.25321453
1526,0,40.10886268,-88.15161804
1527,7,40.07035664,-88.25756877
1528,0,40.08667263,-88.23926692
1529,0,40.08709806,-88.23410988
1530,1,40.12574638,-88.20448681
1531,0,40.13508767,-88.21521014
1532,0,40.13520605,-88.25643585
1533,152,40.11234017,-88.23790332
1534,9,40.11524522,-88.20598813
1535,0,40.15329966,-88.27264112
1536,0,40.11641727,-88.29556181
1537,0,40.13200984,-88.18923614
1538,0,40.12549821,-88.27139677
1539,0,40.099907,-88.23200641
1540,0,40.09960035,-88.22954029
1541,0,40.09351284,-88.24368161
1542,0,40.09901482,-88.22393884
1543,3,40.12303941,-88.24183021
1544,0,40.1207639,-88.19343881
1545,0,40.11521346,-88.20834556
1546,0,40.134539399999994,-88.1935678
1547,50,40.11912384,-88.20568197
1548,0,40.11574943,-88.18601159999999
1549,74,40.10715231,-88.17227103
1550,61,40.1237611,-88.26493251
1551,84,40.12056705,-88.23948264
1552,55,40.08627435,-88.27725013
1553,274,40.1320863,-88.23660736
1554,40,40.11443531,-88.16440867
1555,20,40.11922796,-88.17832021
1556,0,40.12129985,-88.17338309
1557,0,40.13291087,-88.19493547
1558,0,40.13536389,-88.22099262
1559,0,40.13585747,-88.22355523
1560,0,40.13816396,-88.19330064
1561,0,40.11071757,-88.22881626
1562,413,40.13001372,-88.19034562
1563,109,40.09647243,-88.28099872
1564,344,40.10978807,-88.30177968
1565,595,40.14488772,-88.26758607
1566,481,40.09499998,-88.21151259
1567,437,40.09650093,-88.27274090000002
1568,274,40.09186572,-88.18603377
1569,88,40.09442325,-88.20687831
1570,43,40.11794258,-88.22103056
1571,193,40.08211171,-88.26912128
1572,156,40.08509308,-88.26520168
1573,84,40.08856163,-88.26490869
1574,97,40.09051122,-88.26770966
1575,0,40.11962779,-88.22974121
1576,54,40.12822649,-88.24493574
1577,142,40.12608694,-88.23545563
1578,77,40.10377672,-88.31195387
1579,218,40.09691513,-88.20219779
1580,31,40.09947973,-88.18049097
1581,69,40.08464958,-88.28234092
1582,51,40.09765272,-88.31669524
1583,0,40.07091403,-88.2892939
1584,3,40.07017276,-88.28972618
1585,0,40.13529523,-88.24244498
1586,0,40.09588906,-88.31858394
1587,0,40.12785001,-88.24695504
1588,27,40.08025738,-88.28954335
1589,115,40.12539092,-88.30844981
1590,0,40.13504826,-88.16972311
1591,0,40.11997401,-88.2100874
1592,0,40.12663486,-88.18200920000001
1593,0,40.12319582,-88.24298851
1594,2,40.11758415,-88.23625467
1595,0,40.11708264,-88.23625316
1596,5,40.11853662,-88.23791816
