,population,latitude,longitude
311,22,40.09878964,-88.26387435
312,35,40.09638711,-88.26293751
313,21,40.09178499,-88.26544002
314,47,40.08871388,-88.26214809999999
315,2,40.10089334,-88.26131606
316,52,40.09744669,-88.25556490000001
317,57,40.09959569,-88.25549016
318,32,40.09179422,-88.26166955
319,73,40.10536913,-88.25235101
320,64,40.10790438,-88.24917766
321,13,40.10704667,-88.24754172
322,21,40.10451967,-88.24754667
323,19,40.11954266,-88.22644055
324,86,40.12565837,-88.31090706
325,0,40.11333635,-88.24316796
326,42,40.10286249,-88.2458692
327,0,40.10024846,-88.24261729999999
328,0,40.09626324,-88.24464346
329,20,40.09854828,-88.24774047
330,24,40.12790355,-88.23676196
331,0,40.13494266,-88.22970843
332,19,40.13269977,-88.23519952
333,11,40.12362411,-88.23294574
334,39,40.12677466,-88.2313328
335,0,40.1219632,-88.24038959
336,0,40.11676984,-88.18390713
337,61,40.13159863,-88.19259998
338,26,40.13082579,-88.1941387
339,63,40.09899332,-88.28905924
340,0,40.088056200000004,-88.31398602
341,0,40.08585927,-88.28648425
342,18,40.11964119,-88.23749657
343,16,40.11902365,-88.23626290000001
344,40,40.11718401,-88.21178921
345,0,40.11268098,-88.29320026
346,0,40.07204415,-88.25438516
347,5,40.06808243,-88.25362454
348,14,40.14314606,-88.23223858
349,0,40.13538119,-88.21821354
350,6,40.12288796,-88.22646648
351,0,40.11689784,-88.22887476
352,0,40.13713362,-88.24065339
353,0,40.11760855,-88.21815799
354,86,40.11521535,-88.22151822
355,0,40.11616203,-88.2200517
356,0,40.06444881,-88.25711428
357,0,40.13893591,-88.19378692
358,45,40.128767100000005,-88.31091903
359,85,40.0645091,-88.25540871
360,9,40.13866213,-88.20408445
361,160,40.12342635,-88.28507635
362,4,40.08065445,-88.25424515
363,14,40.1337157,-88.14786904
364,76,40.11174238,-88.2378654
365,296,40.10961894,-88.23786235
366,359,40.10724136,-88.2361868
367,356,40.10596477,-88.23782715
368,163,40.11307225,-88.23281429
369,0,40.11210742,-88.22966474
370,62,40.10966321,-88.23278285
371,0,40.10851774,-88.23118381
372,427,40.10738648,-88.23274140000001
373,117,40.10475083,-88.23604706
374,0,40.101009600000005,-88.23178925
375,0,40.09662178,-88.23592087
376,0,40.087187,-88.23028874
377,0,40.08313743,-88.32491434
378,10,40.10968642,-88.19999007
379,86,40.14495278,-88.27267424
380,8,40.09544287,-88.33168279
381,172,40.09666953,-88.3244486
382,113,40.09141247,-88.31770404
383,2,40.08384606,-88.3160638
384,0,40.13666375,-88.19127088
385,19,40.13430324,-88.20714361
386,0,40.06578253,-88.24191147
387,31,40.13887047,-88.18327154
388,0,40.06875883,-88.23947433
389,41,40.09735607,-88.330995
390,71,40.15329526,-88.25516356
391,196,40.14552049,-88.24638788
392,0,40.15322577,-88.25027555
393,27,40.10746853,-88.30844922
394,0,40.10406081,-88.32797121
395,30,40.06743808,-88.23922653
396,0,40.06757138,-88.23865587
397,0,40.07259428,-88.25816847
398,0,40.07384107,-88.26005564
399,0,40.06223933,-88.27246767
400,3,40.0604591,-88.27563121
401,5,40.06246697,-88.27299327
402,2,40.05677915,-88.27345696
403,17,40.070797999999996,-88.29433949
404,0,40.13252226,-88.30989794
405,15,40.13168299,-88.31030497
406,0,40.13641922,-88.30282255
407,71,40.12985605,-88.31248041
408,0,40.0592684,-88.26643929999999
409,145,40.15249192,-88.24969198
410,4,40.11266799,-88.2078157
411,0,40.06710409,-88.32034089
412,153,40.09904363,-88.18989302
413,3,40.12673479,-88.18490946
414,0,40.13418313,-88.21486946
415,0,40.1342098,-88.22377836
416,0,40.13382422,-88.23277274
417,1188,40.06278853,-88.24562302
418,284,40.15273543,-88.26367823
419,0,40.08573899,-88.16972032
420,0,40.13781575,-88.26577594
421,598,40.08640269,-88.25338303
422,33,40.12904263,-88.18677318
423,0,40.08768427,-88.162122
424,0,40.12679871,-88.18172290000001
425,0,40.099968100000005,-88.22382189
426,0,40.13192272,-88.21432541
427,56,40.1251456,-88.30734464
428,0,40.07786057,-88.22336057
429,43,40.12809145,-88.185301
430,0,40.10965568,-88.32880456
431,0,40.09907405,-88.22478077
432,0,40.15421831,-88.2415287
433,0,40.13872175,-88.23083149
434,85,40.11540911,-88.16954253
435,84,40.09169941,-88.17128416
436,0,40.11321792,-88.15821363
437,0,40.11572467,-88.19022604
438,23,40.13226012,-88.196546
439,0,40.09857274,-88.22751566
440,0,40.11567921,-88.18271618
441,118,40.09318246,-88.2997088
442,0,40.13599176,-88.29544332
443,0,40.12367532,-88.2394378
444,77,40.085326200000004,-88.31768722
445,84,40.097436,-88.31151636
446,105,40.10218017,-88.18427886
447,259,40.09267882,-88.30209192
448,61,40.11514832,-88.17136203
449,117,40.07351849,-88.29148507
450,4,40.08784254,-88.28653496
451,29,40.09407909,-88.28598586
452,68,40.14065485,-88.27049394
453,84,40.06144244,-88.25598927
454,49,40.07519728,-88.24972113
455,129,40.06345364,-88.24070581
456,83,40.08475368,-88.31155064
457,110,40.08586681,-88.20394208
458,81,40.08702058,-88.2019043
459,86,40.08275584,-88.18324885
460,151,40.09989383,-88.17714673
461,45,40.10525255,-88.17962044
462,190,40.11010572,-88.16887672
463,59,40.10652417,-88.17113332
464,41,40.06684312,-88.29138987
465,89,40.08569831,-88.30823061
466,36,40.12606102,-88.13382914
467,0,40.08288923,-88.24880261
468,0,40.12869759,-88.22269189
469,0,40.10988699,-88.16538267
470,89,40.1508703,-88.25426333
471,17,40.11280719,-88.21506323
472,0,40.11252012,-88.34849441
473,0,40.13515805,-88.20787835
474,26,40.09802942,-88.30646259999999
475,0,40.09016744,-88.18051696
476,0,40.13030277,-88.21360197
477,5,40.09431655,-88.17085017
478,0,40.09393716,-88.18065665
479,0,40.09055079,-88.16812357
480,0,40.11426039,-88.22483269
481,12,40.11105625,-88.21530167
482,85,40.10868481,-88.21686531
483,82,40.10601025,-88.21681622
484,51,40.10510356,-88.21326043
485,74,40.10235759,-88.21599605
486,48,40.10127918,-88.21597621
487,11,40.08148064,-88.25785578
488,42,40.08463591,-88.27992128
489,46,40.12075275,-88.25908984
490,0,40.13434995,-88.24489138
491,0,40.11604639,-88.19553129
492,0,40.07189354,-88.25723942
493,32,40.11051032,-88.20962389
494,84,40.10473445,-88.18811285
495,0,40.11461061,-88.22888155
496,28,40.05965353,-88.24741108
497,114,40.05586149,-88.25507754
498,13,40.11807893,-88.23460135
499,36,40.13332956,-88.20548176
500,0,40.11785718,-88.21508059
501,19,40.12518136,-88.20710794
502,44,40.12271027,-88.20361183
503,158,40.12977083,-88.19046865
504,0,40.117814700000004,-88.2029451
505,0,40.09735347,-88.24567248
506,43,40.08528168,-88.26928029999999
507,0,40.10072152,-88.29185573
508,143,40.11342443,-88.21463153
509,176,40.11188741,-88.21455911
510,44,40.10608143,-88.21096279
511,125,40.11513588,-88.23447402
512,67,40.11300463,-88.20565052
513,19,40.10800975,-88.20700924
514,56,40.10663187,-88.20428645
515,168,40.10507747,-88.20265211
516,58,40.10128757,-88.20366786
517,42,40.10030222,-88.20839244
518,9,40.14669123,-88.13549284
519,0,40.10475343,-88.32730799
520,0,40.09215124,-88.24636116
521,0,40.09952582,-88.20602749
522,44,40.09953524,-88.20427997
523,48,40.11235784,-88.20030563
524,56,40.10668016,-88.19965469
525,64,40.10448005,-88.19962773
526,0,40.10673448,-88.19388945
527,50,40.10449155,-88.19722026
528,22,40.11014168,-88.19545548
529,309,40.10410738,-88.19031877
530,2,40.140204,-88.14547368
531,6,40.12364204,-88.13939616
532,0,40.08878724,-88.17654914
533,0,40.07925087,-88.25953082
534,37,40.06137453,-88.24733107
535,0,40.11315743,-88.33774238
536,51,40.09341368,-88.19703647
537,36,40.09266387,-88.19409555
538,99,40.1000441,-88.19317741
539,25,40.10963507,-88.20342031
540,44,40.09266292,-88.19227508
541,0,40.12755499,-88.18908483
542,6,40.13427828,-88.18510931
543,0,40.12037859,-88.15322979999999
544,26,40.11780482,-88.17023056
545,14,40.11603642,-88.18078346
546,61,40.11682166,-88.15312637
547,26,40.11652295,-88.17692532
548,26,40.11336729999999,-88.17761123
549,46,40.10474809,-88.18613773
550,37,40.10475743,-88.18518995
551,0,40.11425844,-88.30499782
552,54,40.08224723,-88.32441764
553,0,40.1199528,-88.30020541
554,43,40.12323881,-88.2968409
555,0,40.13096729,-88.28672814
556,0,40.11920054,-88.30387257
557,0,40.11502547,-88.28958704
558,0,40.1128736,-88.29492025
559,80,40.10655392,-88.3005228
560,90,40.10791877,-88.2993702
561,53,40.11139117,-88.29608007
562,76,40.10475445,-88.29482933
563,94,40.10330348,-88.29255804
564,2,40.10142242,-88.29492013
565,74,40.10032753,-88.29241629
566,0,40.131810200000004,-88.30012715
567,0,40.093343,-88.29875567
568,0,40.08228239,-88.31123246
569,113,40.10730582,-88.17524287
570,46,40.08444985,-88.20022418
571,0,40.087908500000005,-88.20056407
572,23,40.08139956,-88.18251372
573,0,40.11320228,-88.13502421
574,7,40.07912125,-88.14995053
575,19,40.09152254,-88.1781223
576,19,40.08577026,-88.17149601
577,9,40.10834929,-88.17643803
578,0,40.11276132,-88.17335
579,87,40.13142196,-88.29679484
580,53,40.13626514,-88.27587799
581,33,40.12210389,-88.29103549
582,54,40.12989419,-88.27485911
583,88,40.13517812,-88.27063691
584,50,40.13600479,-88.26948274
585,203,40.12871058,-88.26482383
586,36,40.11885108,-88.27590327
587,0,40.12156189,-88.27945201
588,63,40.12076331,-88.27400145
589,44,40.11592693,-88.27136512
590,0,40.117344,-88.26803942
591,179,40.11108532,-88.2844498
592,51,40.107060100000005,-88.2892861
593,64,40.10565668,-88.28781569
594,0,40.07822636,-88.28942034
595,0,40.13493143,-88.23073740000001
596,0,40.10572136,-88.28365883
597,84,40.10040214,-88.28904581
598,82,40.09895807,-88.29135976
599,67,40.10040427,-88.28789713
600,63,40.09587443,-88.2900937
601,43,40.09525277,-88.28532565
602,59,40.08952826,-88.28344318
603,45,40.09089978,-88.28011796
604,74,40.10774832,-88.27947023
605,16,40.10854012,-88.27346988
606,124,40.10548698,-88.27725670000001
607,18,40.10461683,-88.27320337
608,26,40.11104718,-88.27074747
609,37,40.11364674,-88.26775933
610,48,40.103719899999994,-88.27184362
611,100,40.10006957,-88.27135323
612,42,40.105391499999996,-88.26844412
613,55,40.07206103,-88.29220438
614,8,40.07582716,-88.17334601
615,104,40.07811455,-88.28883901
616,0,40.07583382,-88.33916482
617,3,40.11673818,-88.20946809
618,0,40.13898004,-88.19699605
619,0,40.07407056,-88.25597899
620,71,40.10022739,-88.27824158
621,28,40.09870193,-88.27546583
622,0,40.06755032,-88.29079471
623,32,40.08507073,-88.26813151
624,32,40.12283953,-88.20024736
625,0,40.12777557,-88.25641351
626,0,40.09934856,-88.22244355
627,0,40.06763409,-88.29380181
628,26,40.12144325,-88.23129021
629,26,40.1117407,-88.21107103
630,13,40.10684516,-88.20953935
631,43,40.07549264,-88.25877716
632,0,40.13760206,-88.19229046
633,0,40.1394044,-88.19129886
634,0,40.1287901,-88.25405166
635,66,40.12398523,-88.30132495
636,40,40.1233076,-88.29944161
637,31,40.12676492,-88.26151889
638,0,40.12278586,-88.26148226
639,46,40.1217269,-88.25909986
640,14,40.11356747,-88.26692841
641,56,40.11971147,-88.25907536
642,41,40.12411976,-88.25905470000001
643,44,40.12831828,-88.24856384
644,79,40.131972,-88.24853714
645,79,40.12680363,-88.24852936
646,54,40.10178841,-88.31275686
647,36,40.13005631,-88.24598087
648,149,40.11171865,-88.23123983
649,57,40.12318964,-88.28865593
650,54,40.11078355,-88.29941893
651,25,40.09405247,-88.28902256
652,8,40.09157615,-88.27863349
653,0,40.14311193,-88.25884245
654,4,40.07231478,-88.26548005
655,0,40.11947215,-88.27597412
656,0,40.1376696,-88.28581328
657,55,40.123104999999995,-88.29780691
658,0,40.13575977,-88.28858084
659,17,40.121027000000005,-88.16439204
660,0,40.11314135,-88.34639238
661,29,40.12783649,-88.24296653
662,76,40.12595692,-88.24852945
663,72,40.12068,-88.24931661
664,0,40.11726801,-88.24846605
665,43,40.12068368,-88.24601748
666,27,40.12545002,-88.24294413
667,1,40.121658700000005,-88.243011
668,0,40.09284967,-88.24194763
669,16,40.11580676,-88.24598320000001
670,3,40.11778249,-88.24435335
671,0,40.115651,-88.2432196
672,44,40.11099028,-88.26551375
673,41,40.10856807,-88.26605047
674,24,40.11222065,-88.26313807
675,35,40.11310844,-88.26136354
676,27,40.11220657,-88.26194579
677,0,40.10678821,-88.26250486
678,354,40.14393652,-88.25216886
679,0,40.13169557,-88.25862457
680,0,40.14999827,-88.27643624
681,23,40.14426044,-88.27115986
682,39,40.10677429,-88.26104681
683,19,40.10591772,-88.25491198
684,0,40.10276968,-88.25508367
685,46,40.08852892,-88.26320242
686,22,40.09865475,-88.25646457
687,47,40.08797135,-88.26004062
688,68,40.10553783,-88.25347976
689,86,40.11090462,-88.24925448
690,28,40.10540239,-88.2475574
691,15,40.12241882,-88.22494009
692,0,40.12644736,-88.21024346
693,0,40.13122094,-88.21017426
694,18,40.068290399999995,-88.25549683
695,0,40.13186648,-88.20227074
696,0,40.06999599,-88.30386492
697,56,40.14059332,-88.27198499
698,46,40.11212929,-88.24596296
699,0,40.11212033,-88.24431451
700,27,40.11090986,-88.24430052
701,0,40.11075562,-88.24300124
702,0,40.10476116,-88.2430844
703,35,40.10058085,-88.2470964
704,12,40.10058623,-88.24484195
705,34,40.12661575,-88.24051879
706,25,40.12902952,-88.23626714
707,2,40.13698115,-88.22816853
708,48,40.07905589,-88.2943646
709,62,40.12841473,-88.18840446
710,5,40.12241364,-88.22645648
711,14,40.12098688,-88.22493246
712,0,40.08943637,-88.17553609999999
713,22,40.11264219,-88.16755596
714,0,40.11553359,-88.24258155
715,0,40.11621504,-88.24078077
716,0,40.08656472,-88.28895368
717,2,40.11599966,-88.23909461
718,3,40.11511835,-88.23789454
719,8,40.11608831,-88.23625076
720,9,40.12048293,-88.23128636
721,14,40.11951886,-88.23294087
722,0,40.11940348,-88.23127943
723,23,40.11999537,-88.23116105
724,45,40.11856876,-88.23128083
725,35,40.12683589,-88.29492096
726,23,40.12549293,-88.29402225
727,20,40.11924354,-88.26890905
728,10,40.14314701,-88.23846616
729,14,40.14223199,-88.23667914
730,9,40.14222758,-88.23447451
731,11,40.12145775,-88.22645379
732,19,40.12358863,-88.22495105
733,9,40.12194135,-88.22493932
734,0,40.11574273,-88.24115371
735,0,40.11519622,-88.24194046
736,0,40.11590888,-88.22486046
737,0,40.11713463,-88.21838895
738,99,40.12188521,-88.21756923
739,124,40.12187304,-88.2188047
740,146,40.11498387,-88.22002617
741,0,40.11691474,-88.21656222
742,21,40.11570556,-88.21839049
743,33,40.06838355,-88.25632891
744,0,40.06707733,-88.25615325
745,0,40.11810616,-88.20293359
746,82,40.12465276,-88.31082076
747,17,40.10557141,-88.30827043
748,0,40.11566221,-88.21671941
749,1,40.11400868,-88.23909738
750,0,40.10840418,-88.24201365
751,21,40.11304158,-88.23788843
752,0,40.09975452,-88.23596766
753,157,40.11085804,-88.23447091
754,143,40.11323994,-88.23126075
755,275,40.11120789,-88.22963862
756,236,40.10968013,-88.23120779999999
757,254,40.10476451,-88.23396482
758,788,40.10611859,-88.23271695
759,0,40.11132462,-88.22708082
760,0,40.13632451,-88.25373803
761,34,40.08443269,-88.31994476
762,0,40.07191525,-88.31575959
763,1,40.12624797,-88.20432579
764,83,40.10323774,-88.17873852
765,13,40.09038521,-88.18073397
766,0,40.06885932,-88.2443224
767,0,40.05882444,-88.23836695
768,0,40.09544239,-88.27539175
769,0,40.15286978,-88.2438861
770,0,40.10527084,-88.32705171
771,1,40.07425741,-88.25811862
772,0,40.07249335,-88.26006044
773,0,40.06211267,-88.27504165
774,0,40.0621204,-88.27338308
775,0,40.05648505,-88.26808933
776,9,40.13300879,-88.30538602
777,0,40.13560613,-88.29953235
778,0,40.05505886,-88.26692023
779,0,40.07311679,-88.30428841
780,46,40.14726315,-88.25429908
781,0,40.13900212,-88.190961
782,71,40.07900083,-88.29257745
783,37,40.11467586,-88.17718752
784,17,40.12701269,-88.17876836
785,0,40.12854698,-88.18408968
786,0,40.1361532,-88.21533975
787,37,40.08847209,-88.28561022
788,77,40.11486886,-88.21380333
789,0,40.07747421,-88.21382732
790,0,40.14241406,-88.28723028
791,9,40.11680069,-88.34083005
792,0,40.09660732,-88.18064894
793,2,40.12473803,-88.18737287
794,0,40.12006828,-88.30985616
795,79,40.13205803,-88.24098894
796,1,40.14212786,-88.21880990000001
797,0,40.0790764,-88.21867104
798,0,40.11871366,-88.24056346
799,0,40.13219611,-88.23472205
800,0,40.0887666,-88.20351058
801,0,40.12136407,-88.17355558
802,71,40.10026223,-88.18562378
803,0,40.1333624,-88.19971331
804,0,40.13477835,-88.19666227
805,0,40.11567865,-88.18893864
806,0,40.14028467,-88.23112988
807,0,40.13765274,-88.29392818
808,83,40.0783196,-88.25537109
809,63,40.0905782,-88.25623253
810,183,40.07774155,-88.26765268
811,373,40.08889684,-88.27209871
812,94,40.10704397,-88.29913005
813,150,40.06129483,-88.28511156
814,84,40.12329659,-88.29224149
